"author_id","avatar","bio","name"
"661",,"[美] Eric Matthes，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","[美] Eric Matthes"
"662",,"[英] 萨卡尔（Dr.M.O.Faruque Sarker），中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","[英] 萨卡尔（Dr.M.O.Faruque Sarker）"
"663",,"卡巴科弗(Robert I. Kabacoff)，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","卡巴科弗(Robert I. Kabacoff)"
"664",,"刘继伟,沈灿,赵舜东 著，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","刘继伟,沈灿,赵舜东 著"
"665",,"冈迪察·U(Unmesh Gundecha)，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","冈迪察·U(Unmesh Gundecha)"
"666",,"[美] 桑迪· 里扎 [美] 于里·莱瑟森 [英] 肖恩·欧文 [美] 乔希·威尔斯，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","[美] 桑迪· 里扎 [美] 于里·莱瑟森 [英] 肖恩·欧文 [美] 乔希·威尔斯"
"667",,"李昕，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","李昕"
"668",,"丁维龙，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","丁维龙"
"669",,"Grant Allen, Mike Owens，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","Grant Allen, Mike Owens"
"670",,"Drew Neil，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","Drew Neil"
"671",,"陈晓光，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","陈晓光"
"672",,"看云文档小组，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","看云文档小组"
"673",,"亨特(Andy Hunt),苏帕拉马尼亚姆(Venkat Subramaniam)，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","亨特(Andy Hunt),苏帕拉马尼亚姆(Venkat Subramaniam)"
"674",,"王兆君，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","王兆君"
"675",,"中国电信网络安全实验室，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","中国电信网络安全实验室"
"676",,"戴晟晖，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","戴晟晖"
"677",,"Wes McKinney，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","Wes McKinney"
"678",,"Andy Clarke，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","Andy Clarke"
"679",,"吴寿鹤，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","吴寿鹤"
"680",,"格鲁斯(Joel Grus)，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","格鲁斯(Joel Grus)"
"681",,"王亚刚，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","王亚刚"
"682",,"陈云，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","陈云"
"683",,"彭东 著，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","彭东 著"
"684",,"蔡杏山，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","蔡杏山"
"685",,"李刚，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","李刚"
"686",,"第32期，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","第32期"
"687",,"亨特(Andy Hunt)，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","亨特(Andy Hunt)"
"688",,"郭霖，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","郭霖"
"689",,"沈再阳，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","沈再阳"
"690",,"[荷] Sakis Kasampalis，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","[荷] Sakis Kasampalis"
"691",,"冯·诺伊曼(Neumann.J.V)，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","冯·诺伊曼(Neumann.J.V)"
"692",,"汤小丹，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","汤小丹"
"693",,"哈贵庭，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","哈贵庭"
"694",,"杨瑞良，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","杨瑞良"
"695",,"刘河飞，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","刘河飞"
"696",,"杨晓慧，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","杨晓慧"
"697",,"陈洁，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","陈洁"
"698",,"郑海生，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","郑海生"
"699",,"夏添，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","夏添"
"700",,"Dafydd Stuttard，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","Dafydd Stuttard"
